!!Order!!   Call   Name
# Also called RDXC CW-SSB    
# Last Edit  2021-03-20  
# RUSSIANDX    
# Send info   corrections direct to ve2fk@arrl.net  
# Thanks info via Nick/NA3M    
#    
R2XM    KG
R2YA    BR
R2YAA    BR
R2YES    BR
R2ZA    BO
R2ZAB    BO
R2ZAC    BO
R2ZAJ    BO
R2ZAK    BO
R2ZBK    BO
R2ZBQ    BO
R2ZC    BO
R2ZCA    BO
R2ZDV    BO
R2ZDZ    BO
R2ZL    BO
R3/SM6LRR    MO
R3/UR5IRM    MA
R300G    SP
R350FO    PE
R3AA    MA
R3AAA    MA
R3AAA/6    KR
R3AAX    MA
R3AG    MA
R3AI    MA
R3AIR    RA
R3AM    MA
R3AOV    MA
R3AP    MO
R3AQ    MA
R3AQ/3    MO
R3AQ/M    MO
R3AR    MA
R3AR/9    OM
R3ARS    MA
R3AS    MA
R3AT    MA
R3ATV    MA
R3AZ    MA
R3BA    MA
R3BB    MA
R3BF    MA
R3BM    MO
R3BT    MA
R3BY    MA
R3CM    MO
R3CW    MA
R3DA    MO
R3DAU    MO
R3DAU/QRP    MO
R3DC    MO
R3DCB    MO
R3DCX    MO
R3DDL    MO
R3DE    MO
R3DG    MO
R3DIO    MO
R3DJI    MO
R3DL    MO
R3DO    MO
R3DOM    MO
R3DP    MO
R3DPM    MO
R3DQ    MO
R3DX    MO
R3DZ    MO
R3E-229    OR
R3EA    OR
R3EAA    OR
R3EAB    OR
R3EAM    OR
R3EC    OR
R3ECL    OR
R3EE    OR
R3EG    OR
R3EK    OR
R3EM    OR
R3EO    OR
R3EQ    OR
R3ER    OR
R3ET    OR
R3EU    OR
R3EVG    OR
R3EW    OR
R3EX    OR
R3EZ    OR
R3FA    MO
R3FB    MO
R3FC    MO
R3FD    MO
R3FF    MO
R3FN    MO
R3FO    MO
R3FP    MO
R3FQ    MO
R3FQ/QRP    MO
R3FS    MO
R3FX    MO
R3GB    LP
R3GD    LP
R3GG    LP
R3GI    LP
R3GM    LP
R3GM/A    LP
R3GMT    LP
R3GU    LP
R3GV    LP
R3GZ    LP
R3HA    MO
R3HD    MO
R3HH    MO
R3HQ    MA
R3IAB    TV
R3IAN    TV
R3IAQ    TV
R3IAU    TV
R3IBC    TV
R3IC    TV
R3ID    TV
R3IJ    TV
R3IK    TV
R3IS    TV
R3K    MO
R3KBF    VR
R3KBO    VR
R3KCL    VR
R3KEH    VR
R3KF    VR
R3KK    VR
R3KM    VR
R3KQ    VR
R3LA    SM
R3LB    SM
R3LBA    SM
R3LBK    SM
R3LC    SM
R3LD    SM
R3LF    SM
R3LM    SM
R3LO    SM
R3LT    SM
R3LW    SM
R3LW/QRP    SM
R3LZ    SM
R3MA    YR
R3MAI    YR
R3MB    YR
R3MBD    YR
R3MD    YR
R3MM    YR
R3MR    YR
R3MS    YR
R3MU    YR
R3MW    YR
R3NA    KS
R3NAA    KS
R3NAN    KS
R3NN    KS
R3NNN    KS
R3OA    VR
R3OF    VR
R3OK    VR
R3OM    VR
R3OM/3    BO
R3OR    VR
R3OR/M    VR
R3PA    TL
R3PAA    TL
R3PAC    TL
R3PAD    TL
R3PAH    TL
R3PAI    TL
R3PAM    TL
R3PAQ    TL
R3PC    TL
R3PE    TL
R3PI    TL
R3PIQ    TL
R3PJL    TL
R3PJM    TL
R3PKE    TL
R3PN    TL
R3PO    TL
R3PV    TL
R3PW    TL
R3PY    TL
R3QA    VR
R3QC    VR
R3QF    VR
R3QI    VR
R3QJ    VR
R3QK    VR
R3QN    VR
R3QR    VR
R3QW    VR
R3QX    VR
R3RA    TB
R3RAA    TB
R3RAD    TB
R3RAE    TB
R3RAF    TB
R3RAO    TB
R3RAT    TB
R3RDC    TB
R3RF    TB
R3RK    TB
R3RM    TB
R3RR    TB
R3RRC    TB
R3RT    TB
R3RU    TB
R3RUA    TB
R3RW    TB
R3RX    TB
R3RY    TB
R3RZ    TB
R3SM    RA
R3SP    RA
R3ST    RA
R3TA    NN
R3TE    NN
R3TF    NN
R3THA    NN
R3THP    NN
R3TIH    NN
R3TKM    NN
R3TR    NN
R3UAF    IV
R3UAK    IV
R3UBH    IV
R3UG    IV
R3VA    VL
R3VI    VL
R3VL    VL
R3VO    VL
R3VR    VL
R3VS    VL
R3VV    VL
R3WA    KU
R3WAT    KU
R3WD    KU
R3WK    KU
R3WQ    KU
R3WW    KU
R3WW/3    BO
R3WZ    KU
R3XA    KG
R3XAA    KG
R3XAB    KG
R3XAI    KG
R3XAW    KG
R3XM    KG
R3XP    KG
R3XX    KG
R3YA    BR
R3YAB    BR
R3YAD    BR
R3YAO    BR
R3YAR    BR
R3YAS    BR
R3YAT    BR
R3YAV    BR
R3YBE    BR
R3YC    BR
R3YM    BR
R3ZAC    BO
R3ZC    BO
R3ZK    BO
R3ZN    BO
R3ZO    BO
R3ZP    BO
R3ZR    BO
R3ZS    BO
R3ZSS    BO
R3ZT    BO
R3ZV    BO
R3ZW    BO
R3ZZ    BO
R400T    IV
R44QKO    VR
R4AAC    VG
R4AAR    VG
R4AAS    VG
R4AAT    VG
R4AC    VG
R4ACY    VG
R4AJ    VG
R4AN    VG
R4AS    VG
R4AT    VG
R4AW    VG
R4AX    VG
R4AZ    VG
R4BZ    VG
R4C-61    SA
R4CA    SA
R4CDA    SA
R4CG    SA
R4CGE    SA
R4CK    SA
R4CO    SA
R4CQ    SA
R4CT    SA
R4CU    SA
R4DD    SA
R4DI    SA
R4DX    SA
R4DZ    SA
R4FA    PE
R4FAA    PE
R4FAD    PE
R4FAN    PE
R4FAV    PE
R4FBB    PE
R4FBC    PE
R4FBJ    PE
R4FBS    PE
R4FBT    PE
R4FBW    PE
R4FCJ    PE
R4FCJ/3    YR
R4FD    PE
R4FD/4    MD
R4FD/M    PE
R4FE    PE
R4FET    PE
R4FI    PE
R4FO    PE
R4GM    PE
R4HA    SR
R4HAM    SR
R4HAR    SR
R4HAT    SR
R4HAW    SR
R4HBM    SR
R4HC    SR
R4HCE    SR
R4HCM    SR
R4HDC    SR
R4HDR    SR
R4HEP    SR
R4HHH    SR
R4HM    SR
R4HR    SR
R4HV    SR
R4HZZ    SR
R4IB    SR
R4IGO    SR
R4II    SR
R4III    SR
R4IM    SR
R4IN    SR
R4IO    SR
R4IT    SR
R4KO    SR
R4LC    UL
R4LD    UL
R4LR    UL
R4LX    UL
R4MA    UL
R4MM    UL
R4MZ    UL
R4NAK    KI
R4NAU    KI
R4NBC    KI
R4NBC/M    KI
R4NW    KI
R4NX    KI
R4NX/3    KI
R4OF    KI
R4PCI    TA
R4PL    TA
R4PP    TA
R4PT    TA
R4RA    TA
R4RB    TA
R4RE    TA
R4RL    TA
R4RM    TA
R4RN    TA
R4RR    TA
R4RT    TA
R4RW    TA
R4RY    TA
R4SA    MR
R4SAE    MR
R4SAJ    MR
R4SO    MR
R4UAL    MD
R4UZ    MD
R4WAA    UD
R4WAB    UD
R4WAE    UD
R4WAF    UD
R4WAI    UD
R4WAL    UD
R4WBF    UD
R4WDX    UD
R4WF    UD
R4WG    UD
R4WR    UD
R4WT    UD
R4WZ    UD
R4YES    CU
R4YY    CU
R4ZZ    CU
R500AK    VL
R55TV    CB
R5ACQ    MA
R5AD    MA
R5AJ    MO
R5AM    MA
R5AO    MA
R5AT    MA
R5AV    MO
R5AX    MA
R5CA    MA
R5DA    MO
R5DC    MO
R5DF    MO
R5DG    MO
R5DM    MO
R5DT    MO
R5DV    MO
R5DW    MO
R5EJ    OR
R5EM    OR
R5EO    OR
R5ER    OR
R5FI    MO
R5FN    MO
R5FO    MO
R5FP    MO
R5FQ    MO
R5FT    MO
R5FU    MO
R5GA    LP
R5GA/A    LP
R5GF    LP
R5GL    LP
R5GM    LP
R5GR    LP
R5KA    VR
R5KV    VR
R5LA    SM
R5OE    VR
R5PW    TL
R5QA    VR
R5QA/4    SA
R5QQ    VR
R5QQ/1    KO
R5RC    TB
R5RQQ    TB
R5RQQ/3    MO
R5RQQ/M    TB
R5RT    TB
R5VAH    VL
R5WP    KU
R5WW    KU
R5ZAA    BO
R5ZG    BO
R6/UT4UT    KR
R60SAB    RA
R66B    SP
R6AA    KR
R6AC    KR
R6AD    KR
R6AF    KR
R6AH    KR
R6AJ    KR
R6AK    KR
R6AP    KR
R6AS    KR
R6AV    KR
R6AW    KR
R6BL    KR
R6BT    KR
R6BU    KR
R6BW    KR
R6CC    KR
R6CD    KR
R6CI    KR
R6CO    KR
R6CQ    KR
R6CS    KR
R6CW    KR
R6CZ    KR
R6DA    KR
R6DAE    KR
R6DAG    KR
R6DAI    KR
R6DAP    KR
R6DAV    KR
R6DAZ    KR
R6DBT    KR
R6DCS    KR
R6DD    KR
R6DG    KR
R6DH    KR
R6DIP    KR
R6DIR    KR
R6DLM    KR
R6DM    KR
R6DR    KR
R6DX    KR
R6FAA    ST
R6FBO    ST
R6FBQ    ST
R6FDD    ST
R6FK    ST
R6FS    ST
R6FY    ST
R6GA    ST
R6GE    ST
R6H-25    ST
R6HF    ST
R6HL    ST
R6HO    ST
R6HV    ST
R6HZ    ST
R6JY    SO
R6KA    RK
R6KEE    RK
R6KF    RK
R6KM    RK
R6KT    RK
R6KVA    RK
R6KY    RK
R6LA    RO
R6LAD    RO
R6LAQ    RO
R6LB    RO
R6LBA    RO
R6LBC    RO
R6LBC/3    MO
R6LBK    RO
R6LC    RO
R6LC/7    ST
R6LCU    RO
R6LDD    RO
R6LDD/6    KR
R6LDI    RO
R6LDW    RO
R6LEQ    RO
R6LHN    RO
R6LHQ    RO
R6LJC    RO
R6MI    RO
R6MM    RO
R6MR    RO
R6MW    RO
R6NA    RO
R6NS    RO
R6RA    SE
R6TZ    ST
R6WA    DA
R6YA    AD
R6YAF    AD
R6YAP    AD
R6YO    AD
R6YP    AD
R6YY    AD
R70RAA    TB
R70SEV    SE
R7378TM    BA
R73DZ    SP
R75FOC    KR
R7AA    KR
R7AB    KR
R7AC    KR
R7AL    KR
R7AL/R7AM    KR
R7AO    KR
R7AT    KR
R7AW    KR
R7AX    KR
R7AY    KR
R7AZ    KR
R7BA    KR
R7BA/1    KO
R7BA/9    KO
R7BN    KR
R7BO    KR
R7BR    KR
R7CA    KR
R7CC    KR
R7CD    KR
R7CF    KR
R7CK    KR
R7CQ    KR
R7CT    KR
R7CW    KR
R7DD    KR
R7DI    KR
R7DM    KR
R7DX    KR
R7ED    KC
R7FC    ST
R7FF    ST
R7FG    ST
R7FK    ST
R7FO    ST
R7FX    ST
R7GA    ST
R7GK    ST
R7GL    ST
R7GM    ST
R7GR    ST
R7GU    ST
R7GV    ST
R7GX    ST
R7HF    ST
R7HL    ST
R7IA    KM
R7IT    KM
R7JA    SO
R7KA    RK
R7KBU    RK
R7KC    RK
R7KDW    RK
R7KH    RK
R7KKO    RK
R7KM    RK
R7KMA    RK
R7KO    RK
R7KQ    RK
R7KR    RK
R7KRB    RK
R7KS    RK
R7KTV    RK
R7KU    RK
R7KW    RK
R7KX    RK
R7KZ    RK
R7KZA    RK
R7LB    RO
R7LP    RO
R7LP/M    RO
R7LV    RO
R7MA    RO
R7MC    RO
R7MD    RO
R7MM    RO
R7MP    RO
R7MT    RO
R7MU    RO
R7MX    RO
R7MY    RO
R7MZ    RO
R7NA    RO
R7NB    RO
R7NK    RO
R7NP    RO
R7NT    RO
R7NV    RO
R7NW    RO
R7NX    RO
R7NZ    RO
R7RAG    SE
R7RAI    SE
R7RAW    SE
R7RC    SE
R7RDE    SE
R7RF    SE
R7RF/6    KR
R7RIB    SE
R7RL    SE
R7RM    SE
R7RN    SE
R7TD    ST
R7TJ    ST
R7TO    ST
R7TQ    ST
R7TU    ST
R7TW    ST
R80SVC    SV
R8AA    CB
R8AAT    CB
R8ABC    CB
R8ADN    CB
R8AEP    CB
R8AEZ    CB
R8AKS    CB
R8AR    CB
R8CAA    SV
R8CAH    SV
R8CAS    SV
R8CCF    SV
R8CCU    SV
R8CT    SV
R8DDD    SV
R8FR    PM
R8FT    PM
R8IA    TO
R8IZ    TO
R8JA    HM
R8JAA    HM
R8KAN    YN
R8LA    TN
R8LAF    TN
R8LAG    TN
R8LAH    TN
R8LBI    TN
R8LG    TN
R8LO    TN
R8MB    OM
R8MB/1    KO
R8MC    OM
R8MD    OM
R8MX    OM
R8MZ    OM
R8OA    NS
R8OAA    NS
R8OAE    NS
R8OD    NS
R8OM    NS
R8OSP    NS
R8OSS    NS
R8OUO    NS
R8SA    OB
R8TA    OB
R8TR    OB
R8TT    OB
R8TX    OB
R8UA    KE
R8US    KE
R8UT    KE
R8VK    KE
R8WC    BA
R8WF    BA
R8WG    BA
R8WK    BA
R8WM    BA
R8WO    BA
R8XA    KO
R8XAA    KO
R8XF    KO
R8XF/4    KI
R8XJ    KO
R8XW    KO
R8XW/8    YN
R95DOD    RA
R95FA    PM
R95FC    PM
R95FL    PM
R95FM    PM
R95FN    PM
R95FO    PM
R95FP    PM
R95FR    PM
R95FS    PM
R95FV    PM
R95FZ    PM
R98KPM    BR
R9A-740197    CB
R9AA    CB
R9AAA    CB
R9AAJ    CB
R9AAL    CB
R9AB    CB
R9AE    CB
R9AEE    CB
R9AJ    CB
R9AL    CB
R9AM    CB
R9AT    CB
R9AV    CB
R9AW    CB
R9AX    CB
R9AXX    CB
R9AY    CB
R9AZ    CB
R9CA    SV
R9CAC    SV
R9CAH    SV
R9CAS    SV
R9CB    SV
R9CB/9    CB
R9CBA    SV
R9CC    SV
R9CD    SV
R9CDD    SV
R9CHJ    SV
R9CL    SV
R9CM    SV
R9CP    SV
R9CQ    SV
R9CRD    SV
R9CRR    SV
R9CS    SV
R9CW    SV
R9CX    SV
R9CZA    SV
R9CZA/9    HM
R9DA    SV
R9DK    SV
R9DMP    SV
R9DX    SV
R9FA    PM
R9FAM    PM
R9FAO    PM
R9FBM    PM
R9FF    PM
R9FM    PM
R9FN    PM
R9FR    PM
R9FT    PM
R9GG    PM
R9GM    PM
R9HA    TO
R9HAA    TO
R9HAF    TO
R9HAG    TO
R9HAV    TO
R9HBB    TO
R9HBF    TO
R9HW    TO
R9IF    TO
R9IR    TO
R9JAD    HM
R9JBN    HM
R9JBN/4    PE
R9JD    HM
R9JO    HM
R9JO/6    KR
R9JR    HM
R9KC    YN
R9KD    YN
R9KD/6    RK
R9KW    YN
R9LAA    TN
R9LAD    TN
R9LAR    TN
R9LAR/3    LP
R9LM    TN
R9LY    TN
R9MA    OM
R9MA/1    NO
R9MAA    OM
R9MAC    OM
R9MAF    OM
R9MAT    OM
R9MAV    OM
R9MBY    OM
R9MC    OM
R9MJ    OM
R9MJ/R9MM    OM
R9MO    OM
R9MS    OM
R9MT    OM
R9MW    OM
R9MX    OM
R9O-11    NS
R9OAV    NS
R9OAZ    NS
R9OBO    NS
R9OC    NS
R9OCF    NS
R9OCM    NS
R9OCN    NS
R9OCP    NS
R9OK    NS
R9OL    NS
R9OM    NS
R9OO    NS
R9OOO    NS
R9OSN    NS
R9OV    NS
R9OY    NS
R9OZ    NS
R9PA    NS
R9PS    NS
R9QQ    KN
R9RA    KN
R9RAEM    NS
R9RT    KN
R9SA    OB
R9SAB    OB
R9SAH    OB
R9SBH    OB
R9SBK    OB
R9SBO    OB
R9SBP    OB
R9SCB    OB
R9SCH    OB
R9SCI    OB
R9SCJ    OB
R9SCX    OB
R9SD    OB
R9SDB    OB
R9SG    OB
R9SK    OB
R9SM    OB
R9SP    OB
R9SS    OB
R9SU    OB
R9SXX    OB
R9SYL    OB
R9TV    OB
R9UA    KE
R9UAG    KE
R9UAV    KE
R9UAZ    KE
R9UC    KE
R9UCT    KE
R9UE    KE
R9UG    KE
R9UGW    KE
R9UO    KE
R9UP    KE
R9URA    KE
R9UT    KE
R9UTW    KE
R9UVD    KE
R9UW    KE
R9UZ    KE
R9VK    KE
R9WAI    BA
R9WBI    BA
R9WBY    BA
R9WCQ    BA
R9WDD    BA
R9WDH    BA
R9WDV    BA
R9WDX    BA
R9WE    BA
R9WG    BA
R9WGM    BA
R9WI    BA
R9WJ    BA
R9WN    BA
R9WO    BA
R9WR    BA
R9WS    BA
R9WT    BA
R9WV    BA
R9WW    BA
R9WWT    BA
R9WXK    BA
R9WZZ    BA
R9XA    KO
R9XAA    KO
R9XAF    KO
R9XAM    KO
R9XC    KO
R9XE    KO
R9XG    KO
R9XLC    KO
R9XM    KO
R9XS    KO
R9XT    KO
R9XT/1    NO
R9XT/M    KO
R9XU    KO
R9XV    KO
R9XW    KO
R9XZ    KO
R9XZ/3    SM
R9YA    AL
R9YAE    AL
R9YBW    AL
R9YC    AL
R9YCI    AL
R9YE    AL
R9YP    AL
R9YR    AL
R9YU    AL
RA/DK2AI    ZK
RA/HB9RB    MA
RA/NT2X    MO
RA/OG2K    SL
RA/RA/DL5WW    LO
RA/RA/KE5JA    SL
RA/RA/YL2TD    SR
RA/SM6LRR    MO
RA/SP5NKG    MA
RA/UR5IRM    MA
RA/UU5J    RK
RA/UU9JAN    SE
RA/UU9JC    SE
RA/UU9JK    SE
RA/UY7IQ    OB
RA/UZ2I    AD
RA0/KE5JA    SL
RA0AA    KK
RA0AAY    KK
RA0AC    KK
RA0ACM    KK
RA0AD    KK
RA0AD/RA0ADQ    KK
RA0ADW    KK
RA0ADZ    KK
RA0AHC    KK
RA0AJ    KK
RA0AKO    KK
RA0AKR    KK
RA0AKT    KK
RA0ALM    KK
RA0AM    KK
RA0AN    KK
RA0ANO    KK
RA0AP    KK
RA0APW    KK
RA0APW/A    KK
RA0AQQ    KK
RA0AR    KK
RA0AS    KK
RA0AUQ    KK
RA0AY    KK
RA0BA    KK
RA0BO    KK
RA0CAE    HK
RA0CAH    HK
RA0CC    HK
RA0CCG    HK
RA0CDN    HK
RA0CDW    HK
RA0CEN    HK
RA0CFR    HK
RA0CFT    HK
RA0CFY    HK
RA0CGL    HK
RA0CGY    HK
RA0CHE    HK
RA0CHH    HK
RA0CHK    HK
RA0CL    HK
RA0CS    HK
RA0CY    HK
RA0DAR    EA
RA0DO    EA
RA0FD    SL
RA0FF    SL
RA0FL    SL
RA0FLP    SL
RA0FO    SL
RA0FU    SL
RA0FZ    SL
RA0JA    AM
RA0JBL    AM
RA0JDD    AM
RA0JEV    AM
RA0JF    AM
RA0JFY    AM
RA0JR    AM
RA0JT    AM
RA0JT/QRP    AM
RA0JW    AM
RA0JY    AM
RA0L    PK
RA0LDJ    PK
RA0LE    PK
RA0LG    PK
RA0LGW    PK
RA0LHP    PK
RA0LHS    PK
RA0LHV    PK
RA0LIF    PK
RA0LK    PK
RA0LL    PK
RA0LLS    PK
RA0LLW    PK
RA0LMC    PK
RA0LMG    PK
RA0LMK    PK
RA0LML    PK
RA0LMO    PK
RA0LMP    PK
RA0LMU    PK
RA0LMV    PK
RA0LQ    PK
RA0LSO    PK
RA0LT    PK
RA0LX    PK
RA0LZ    PK
RA0OS    BU
RA0Q    YA
RA0QC    YA
RA0QD    YA
RA0QI    YA
RA0QQ    YA
RA0QV    YA
RA0QW    YA
RA0R    IR
RA0S    IR
RA0SAA    IR
RA0SAT    IR
RA0SCA    IR
RA0SCJ    IR
RA0SCZ    IR
RA0SDC    IR
RA0SF    IR
RA0SHH    IR
RA0SKY    IR
RA0SMK    IR
RA0SMS    IR
RA0SNN    IR
RA0SP    IR
RA0SS    IR
RA0SSB    IR
RA0STF    IR
RA0SVV    IR
RA0TAA    IR
RA0TAM    IR
RA0TG    IR
RA0TU    IR
RA0UAC    ZK
RA0UBI    ZK
RA0UDA    ZK
RA0UF    ZK
RA0UF/8    TN
RA0UF/9    BU
RA0UJ    ZK
RA0UK    ZK
RA0W    HA
RA0WBE    HA
RA0WCB    HA
RA0WHE    HA
RA0WJJ    HA
RA0WKD    HA
RA0WKV    HA
RA0WKZ    HA
RA0WLR    HA
RA0WMC    HA
RA0WMD    HA
RA0WME    HA
RA0WMF    HA
RA0WMJ    HA
RA0WR    HA
RA0WU    HA
RA0ZHD    KT
RA0ZN    KT
RA1A    LO
RA1ABH    LO
RA1ABR    SP
RA1AC    SP
RA1ACQ    SP
RA1ACY    SP
RA1ADR    SP
RA1AE    SP
RA1AEA    SP
RA1AEI    SP
RA1AFR    LO
RA1AFS    SP
RA1AFU    SP
RA1AGG    SP
RA1AGJ    SP
RA1AGK    SP
RA1AGL    SP
RA1AGN    SP
RA1AGO    SP
RA1AGS    SP
RA1AGU    SP
RA1AGX    SP
RA1AHL    SP
RA1AHQ    SP
RA1AIE    SP
RA1AIF    SP
RA1AIJ    SP
RA1AIP    LO
RA1AIR    SP
RA1AIT    SP
RA1AIZ    SP
RA1AJF    SP
RA1AJH    SP
RA1AJY    SP
RA1AKR    SP
RA1AKW    SP
RA1AKX    SP
RA1AL    SP
RA1ALA    SP
RA1ALA/8    YN
RA1ALB    SP
RA1ALC    SP
RA1ALG    SP
RA1ALH    SP
RA1ALT    SP
RA1ALZ    SP
RA1ANM    SP
RA1ANS    SP
RA1ANV    SP
RA1ANY    SP
RA1AO    SP
RA1AOB    SP
RA1AOP    SP
RA1AOZ    SP
RA1AP    SP
RA1AP/1    VO
RA1APV    SP
RA1APY    SP
RA1AR    SP
RA1ARJ    SP
RA1ASP    SP
RA1AUW    SP
RA1AVD    SP
RA1AVK    SP
RA1AW    SP
RA1AY    LO
RA1CD    LO
RA1CE    LO
RA1CF    LO
RA1CG    LO
RA1CP    LO
